交易日期,指数涨跌幅,持有股票代码,持有股票名称,涨跌幅,策略净值,沪深300指数
2010-01-04,-0.011313919238948533,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,-0.010056066216454718,0.9899439337835453,0.9886860807610515
2010-01-05,0.00814911848709099,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,0.0054317115123250215,0.9953210236452337,0.9967430007797109
2010-01-06,-0.0062600342645056095,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,-0.004080945458251106,0.9912591728342868,0.9905033554419238
2010-01-07,-0.019840885534091024,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,-0.02170999483976055,0.9697389413071891,0.9708508917454676
2010-01-08,0.0024986633850465623,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,0.006199872003088469,0.9757511986197042,0.9732767213210117
2010-01-11,0.0005522782194917752,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,-0.002747204114684987,0.9730706109119474,0.9738142408557356
2010-01-12,0.015181852539824181,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,0.028080728157316992,1.00039514221484,0.9885985450615883
2010-01-13,-0.03218520609824971,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,-0.011540836430046886,0.9888497455131251,0.9567802971403513
2010-01-14,0.014003210621944095,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,0.023335880824434385,1.0119254253276917,0.9701782931601339
2010-01-15,0.0039454594354477734,sh600012 sh600028 sh600035 sh600051 sh600123 sh600138 sh600139 sh600153 sh600196 sh600210 sh600231 sh600248 sh600258 sh600269 sh600356 sh600366 sh600508 sh600519 sh600563 sh600573 sh600607 sh600622 sh600642 sh600743 sh600811 sh600987 sh601001 sh601899 sz000027 sz000150 sz000402 sz000407 sz000521 sz000529 sz000539 sz000564 sz000568 sz000589 sz000597 sz000651 sz000679 sz000708 sz000726 sz000778 sz000876 sz000888 sz002014 sz002045 sz002200 sz002203 sz002242 ,皖通高速 中国石化 楚天高速 宁波联合 兰花科创 中青旅 西部资源 建发股份 复星医药 紫江企业 凌钢股份 延长化建 首旅股份 赣粤高速 恒丰纸业 宁波韵升 上海能源 贵州茅台 法拉电子 惠泉啤酒 上实医药 嘉宝集团 申能股份 华远地产 东方集团 航民股份 大同煤业 紫金矿业 深圳能源 宜华地产 金融街 胜利股份 美菱电器 广弘控股 粤电力Ａ 西安民生 泸州老窖 黔轮胎Ａ 东北制药 格力电器 大连友谊 大冶特钢 鲁泰Ａ 新兴铸管 新希望 峨眉山Ａ 永新股份 广州国光 绿大地 海亮股份 九阳股份 ,0.0030731956004459438,1.015035270092788,0.9740060922609493
