,交易日期,买入股票代码,买入股票名称,选股下周期涨跌幅,资金曲线
0,2006-12-29,sh600647 sz000705 sz002006 ,同达创业 浙江震元 精工科技 ,0.17697632988445577,1.1769763298844558
1,2007-01-31,sh600873 sz000669 sz000809 ,五洲明珠 领先科技 中汇医药 ,0.2077500559775345,1.4214932283021846
2,2007-02-28,sh600373 sh600513 sh600647 ,鑫新股份 联环药业 同达创业 ,0.21397418771159926,1.7256560871656834
3,2007-03-30,sh600562 sh600647 sz002016 ,高淳陶瓷 同达创业 威尔科技 ,0.4426513513739203,2.489520086156205
4,2007-04-30,sh600749 sz000671 sz002034 ,西藏圣地 阳光发展 美欣达 ,0.005905576106843835,2.504222136494517
5,2007-05-31,sh600138 sh600184 sh600426 ,中青旅 XR新华光 华鲁恒升 ,-0.11682078576014776,2.2116769387912716
6,2007-06-29,sh600455 sz000526 sz002034 ,交大博通 旭飞投资 美欣达 ,0.21113829183991295,2.6786466297493883
7,2007-07-31,sh600444 sh600513 sh600593 ,国通管业 联环药业 大连圣亚 ,0.24727208437534887,3.341001165192523
8,2007-08-31,sh600634 sh600873 sz002034 ,海鸟发展 五洲明珠 美欣达 ,0.20564352704017397,4.0280564286480445
9,2007-09-28,sh600455 sh600990 sz002034 ,交大博通 四创电子 美欣达 ,-0.09506926787665759,3.6451120530106107
10,2007-10-31,sh600373 sh600990 sz002026 ,鑫新股份 四创电子 山东威达 ,0.07879519525160661,3.9323293689415664
11,2007-11-30,sh600241 sh600455 sh600566 ,辽宁时代 交大博通 洪城股份 ,0.18233842114580656,4.649344097499657
12,2007-12-28,sh600455 sh600513 sh600990 ,交大博通 联环药业 四创电子 ,-0.057824354110408316,4.3804987780247
13,2008-01-31,sh600566 sz002034 sh600768 ,洪城股份 美欣达 宁波富邦 ,0.19564223951070492,5.237509369131359
14,2008-02-29,sh600562 sz002020 sz002039 ,高淳陶瓷 京新药业 黔源电力 ,-0.1680641237388525,4.357271946434267
15,2008-03-31,sh600455 sh600513 sh600990 ,交大博通 联环药业 四创电子 ,-0.0051113435235221605,4.335000432690635
16,2008-04-30,sh600113 sh600241 sz002020 ,浙江东日 辽宁时代 京新药业 ,0.0036267972352359568,4.350722600274664
17,2008-05-30,sh600990 sz002034 sz002044 ,四创电子 美欣达 江苏三友 ,-0.25434157170006044,3.244152976089832
18,2008-06-30,sz000526 sz002020 sz002034 ,旭飞投资 京新药业 美欣达 ,0.06128626668923198,3.4429750005631394
19,2008-07-31,sz000669 sz002026 sh600768 ,领先科技 山东威达 宁波富邦 ,-0.1457884409075394,2.9410290431474047
20,2008-08-29,sz000526 sz000669 sz002034 ,旭飞投资 领先科技 美欣达 ,0.04276732306897957,3.0668089823909415
21,2008-09-26,sh600513 sh600520 sz000023 ,联环药业 三佳科技 深天地Ａ ,-0.1800955702845245,2.5144902697535425
22,2008-10-31,sh600647 sh600990 sz002034 ,同达创业 四创电子 美欣达 ,0.19330313912210895,3.0005491321889006
23,2008-11-28,sh600455 sz000526 sz002034 ,交大博通 旭飞投资 美欣达 ,0.20695863712353701,3.621538691208927
24,2008-12-31,sh600562 sz002034 sh600768 ,高淳陶瓷 美欣达 宁波富邦 ,0.15765613073453522,4.192496468570339
25,2009-01-23,sz000526 sz000703 sz002034 ,旭飞投资 世纪光华 美欣达 ,0.2321183017165802,5.165651628807646
26,2009-02-27,sh600562 sz002042 sz002071 ,高淳陶瓷 华孚色纺 江苏宏宝 ,0.3398754596793787,6.921329850692176
27,2009-03-31,sh600982 sz000615 sz000560 ,宁波热电 湖北金环 昆百大Ａ ,0.1848347613396495,8.200632201797857
28,2009-04-30,sh600241 sz002057 sz002071 ,辽宁时代 中钢天源 江苏宏宝 ,0.17339626105739847,9.622591163896507
29,2009-05-27,sz000703 sz002034 sz002044 ,世纪光华 美欣达 江苏三友 ,0.13295690624106937,10.901981115070837
30,2009-06-30,sh600566 sz002057 sz002058 ,洪城股份 中钢天源 威尔泰 ,0.060453128434520664,11.561039979610934
31,2009-07-31,sz000669 sz002057 sz002125 ,领先科技 中钢天源 湘潭电化 ,-0.04690377943715618,11.018783510343118
32,2009-08-31,sh600455 sh600566 sz002057 ,交大博通 洪城股份 中钢天源 ,0.06757772269626017,11.76340780685521
33,2009-09-30,sh600455 sz002026 sz002034 ,交大博通 山东威达 美欣达 ,0.19132577035034704,14.014050867447068
34,2009-10-30,sz002044 sz002125 sz002136 ,江苏三友 湘潭电化 安纳达 ,0.24148175236007896,17.39818842858147
35,2009-11-30,sh600403 sh600566 sz002026 ,欣网视讯 洪城股份 山东威达 ,0.24053910092101627,21.583133030846884
36,2009-12-31,sh600113 sz002020 sz002057 ,浙江东日 京新药业 中钢天源 ,-0.045102601756960126,20.609677577089105
37,2010-01-29,sh600566 sz002020 sz002034 ,洪城股份 京新药业 美欣达 ,0.06707029266497333,21.99197468391521
38,2010-02-26,sz000711 sz002020 sz002034 ,天伦置业 京新药业 美欣达 ,0.11748503752477135,24.57570265489881
39,2010-03-31,sh600241 sz000810 sz002057 ,时代万恒 华润锦华 中钢天源 ,-0.09186624245244757,22.318025196364616
40,2010-04-30,sh600593 sz000711 sz002136 ,大连圣亚 天伦置业 安纳达 ,-0.13603079434411447,19.282086500711177
41,2010-05-31,sz002058 sz002120 sz002136 ,威尔泰 新海股份 安纳达 ,0.013962869168178793,19.551319751810112
42,2010-06-30,sz000711 sz002057 sz002103 ,天伦置业 中钢天源 广博股份 ,0.276222334210668,24.95183093055424
43,2010-07-30,sz002034 sz002175 sz002195 ,美欣达 广陆数测 海隆软件 ,0.12317533293036753,28.0252810126475
44,2010-08-31,sz000985 sz002026 sz002098 ,大庆华科 山东威达 浔兴股份 ,0.06146363146240619,29.747816556439236
45,2010-09-30,sh600992 sz000023 sz002034 ,贵绳股份 深天地Ａ 美欣达 ,0.07084053389711409,31.8551677635708
46,2010-10-29,sz000023 sz002026 sz002034 ,深天地Ａ 山东威达 美欣达 ,-0.022046283973375158,31.152879689035615
47,2010-11-30,sz000711 sz002026 sz002034 ,天伦置业 山东威达 美欣达 ,0.15243425162491087,35.901645590394644
48,2010-12-31,sh600566 sz000810 sz000626 ,洪城股份 华润锦华 如意集团 ,0.06193041767516183,38.125049497033416
49,2011-01-31,sz000985 sz000791 sh600767 ,大庆华科 西北化工 运盛实业 ,0.12018802919956761,42.70722405921783
50,2011-02-28,sz000985 sz002034 sz000967 ,大庆华科 美欣达 上风高科 ,0.047070046364100504,44.71745507576724
51,2011-03-31,sz002034 sz000560 sz000838 ,美欣达 昆百大Ａ 国兴地产 ,0.16514331369518076,52.102243786994826
